topic_name,topic_link,topic_views,topic_author,topic_author_link,topic_replies,topic_lp_time,,
Zoe the PiZero Quadcopter,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=129374&sid=858604a9e253f8f973966618872d5361,1773,Hove,https://www.raspberrypi.org/forums/memberlist,7,"Wed Apr 20, 2016 12:35 pm",,
Advice using an L298N H-Bridge to control a NEMA 2,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145172&sid=858604a9e253f8f973966618872d5361,66,frazelle09,https://www.raspberrypi.org/forums/memberlist,1,"Wed Apr 20, 2016 10:03 am",,
A Python GPIB over Ethernet Server,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=57356&sid=858604a9e253f8f973966618872d5361,1096,sonium,https://www.raspberrypi.org/forums/memberlist,1,"Wed Apr 20, 2016 9:53 am",,
Controlling A Micro Servo via PUBNUB,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145234&sid=858604a9e253f8f973966618872d5361,67,KnalexAlex,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 9:27 am",,
Make an Android App to control GPIO pins,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=101330&sid=858604a9e253f8f973966618872d5361,6511,Gaurav Harchwani,https://www.raspberrypi.org/forums/memberlist,14,"Wed Apr 20, 2016 7:05 am",,
Linux Kernel Driver for HC-SRO4 ultrasonic distanc,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145220&sid=858604a9e253f8f973966618872d5361,35,johannesthoma,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 6:57 am",,
Raspberry pi baseball speed detection,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145184&sid=858604a9e253f8f973966618872d5361,32,rybo,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 10:05 pm",,
Capacitive digitizer for a smart surface,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145111&sid=858604a9e253f8f973966618872d5361,30,frenzy9,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 1:09 pm",,
PCA9685 16 Channel 12 Bit PWM Servo Driver,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145076&sid=858604a9e253f8f973966618872d5361,128,KnalexAlex,https://www.raspberrypi.org/forums/memberlist,1,"Tue Apr 19, 2016 7:49 am",,
Accessing DS3231 Temperature,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=59808&sid=858604a9e253f8f973966618872d5361,5229,dosborne,https://www.raspberrypi.org/forums/memberlist,6,"Tue Apr 19, 2016 7:31 am",,
Raspberry Pi Digital Spirit Level,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=145073&sid=858604a9e253f8f973966618872d5361,82,mwilliams03,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 5:59 am",,
LinuxCNC,https://www.raspberrypi.org/forums/viewtopic.php?f=37&t=33809&sid=858604a9e253f8f973966618872d5361,190009,kinsa,https://www.raspberrypi.org/forums/memberlist,971,"Tue Apr 19, 2016 3:46 am",,
"Cases for Pi and 7"" touch screen?",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=124917,6437,s2490,https://www.raspberrypi.org/forums/memberlist,42,"Wed Apr 20, 2016 8:29 am",,
Pi3 Z dimensions,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143791,594,royhenderson,https://www.raspberrypi.org/forums/memberlist,7,"Wed Apr 20, 2016 12:06 am",,
"Is there an enclosure that works with 2.8"" TFT and",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144935,362,Malman35,https://www.raspberrypi.org/forums/memberlist,6,"Tue Apr 19, 2016 7:53 am",,
Official Pi case with unofficial 40mm fan,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144739,309,MarkJ62,https://www.raspberrypi.org/forums/memberlist,2,"Sun Apr 17, 2016 5:15 am",,
Raspberry Pi Zero Altoids Tin Case/Kit,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144781,266,RetroNerd,https://www.raspberrypi.org/forums/memberlist,2,"Sat Apr 16, 2016 10:27 pm",,
Raspberry Piomega minimax,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=8260,3109,wallacebiy,https://www.raspberrypi.org/forums/memberlist,6,"Fri Apr 15, 2016 3:01 pm",,
3D Printing,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=8078,1021,edg3,https://www.raspberrypi.org/forums/memberlist,2,"Fri Apr 15, 2016 11:03 am",,
"7â€ inch Touchscreen Case, ECO friendly",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144529,94,patrdcflorida,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 14, 2016 10:10 pm",,
Case for Pi with USB 3G modem.,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144502,162,kemnet,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 14, 2016 5:45 pm",,
Custom case with internal PSU and HDD,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144082,222,GenuineMex,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 14, 2016 12:34 pm",,
"Break out 7"" display case",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=132622,747,toughpi,https://www.raspberrypi.org/forums/memberlist,4,"Wed Apr 13, 2016 4:13 pm",,
2 Question about mounting a Pi...,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=139877,704,zjdrummond,https://www.raspberrypi.org/forums/memberlist,7,"Wed Apr 13, 2016 12:58 pm",,
Cooling when run over a long period of time,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144319,132,MatSPGS,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 13, 2016 9:58 am",,
Industrial look/feeling cases,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144257,159,Anton_,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 12, 2016 8:52 pm",,
Thermally butnot electrically conductive tape/case,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=144111,164,Jason_25,https://www.raspberrypi.org/forums/memberlist,1,"Mon Apr 11, 2016 11:00 pm",,
Another LEGO Raspberry Pi Zero Case,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143787,253,RetroNerd,https://www.raspberrypi.org/forums/memberlist,1,"Sat Apr 09, 2016 4:16 pm",,
Raspberry Pi Magnetic Case,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143322,451,Gordon_F,https://www.raspberrypi.org/forums/memberlist,4,"Fri Apr 08, 2016 11:18 pm",,
Waterproof case for Pi Zero?,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143594,296,FatalXception,https://www.raspberrypi.org/forums/memberlist,2,"Thu Apr 07, 2016 9:24 pm",,
Expandable PiDrive Stack Case,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143600,289,PMI,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 07, 2016 8:55 pm",,
ownCloud 3D Printed Case with HDD,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=138747,1095,smartroad,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 07, 2016 3:14 am",,
Case with Power Button,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=143413,236,DJ-Q,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 06, 2016 1:44 pm",,
"Projects in Africa, Zimbabwe",https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=116794,1196,batway64,https://www.raspberrypi.org/forums/memberlist,6,"Wed Apr 06, 2016 10:33 am",,
can't find a good case for a car mount to save my ,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=142696,365,zealousd,https://www.raspberrypi.org/forums/memberlist,3,"Tue Apr 05, 2016 7:18 am",,
RaspTablet,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=139980,509,isidroirala,https://www.raspberrypi.org/forums/memberlist,2,"Sun Apr 03, 2016 7:13 pm",,
Fully metal heatpipe case?,https://www.raspberrypi.org/forums/viewtopic.php?f=40&t=142441,831,dankcushions,https://www.raspberrypi.org/forums/memberlist,12,"Sun Apr 03, 2016 12:03 pm",,
GAMES LIST: Games That Work On The Pi,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=51794,207492,mrpi64,https://www.raspberrypi.org/forums/memberlist,202,"Sat Apr 16, 2016 10:24 am",,
"Emulation on the Raspberry Pi,Pi2&Pi3 (Updated 04/",https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=54357,225460,welshy,https://www.raspberrypi.org/forums/memberlist,132,"Sat Apr 16, 2016 7:04 am",,
MAME4ALL for Pi,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=36067,117586,pudding,https://www.raspberrypi.org/forums/memberlist,424,"Thu Jan 14, 2016 10:36 am",,
Uae4arm: Amiga emulator with JIT and DispmanX,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=110488,24085,Chips,https://www.raspberrypi.org/forums/memberlist,282,"Thu Apr 21, 2016 11:03 pm",,
How to setup Minecraft 1.8.9 on RaspPi2,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=137279,8868,rpiMike,https://www.raspberrypi.org/forums/memberlist,48,"Thu Apr 21, 2016 10:04 pm",,
Read position of game piece on TV screen,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145293,117,karrika,https://www.raspberrypi.org/forums/memberlist,2,"Thu Apr 21, 2016 4:25 pm",,
Is it possible to host Unity 3D game servers from ,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=139479,530,ssninja,https://www.raspberrypi.org/forums/memberlist,5,"Thu Apr 21, 2016 1:48 pm",,
Internal controller help retropie,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145391,5,Nick The Scrub,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 1:27 pm",,
Locally installing STEAM OS and STEAM Games,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145330,122,FFSamurai05,https://www.raspberrypi.org/forums/memberlist,2,"Thu Apr 21, 2016 11:17 am",,
Moonlight on RPi 3,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145104,308,InsayneShane,https://www.raspberrypi.org/forums/memberlist,5,"Thu Apr 21, 2016 6:36 am",,
Moonlight Embedded,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=65878,115266,irtimmer,https://www.raspberrypi.org/forums/memberlist,268,"Wed Apr 20, 2016 7:10 pm",,
Text advenure game,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=143401,288,Magic Knight,https://www.raspberrypi.org/forums/memberlist,3,"Wed Apr 20, 2016 7:01 pm",,
Retropie PS3 controller issue,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145287,56,bassman6805,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 4:51 pm",,
Minecraft 1.9 on rpi with launcher,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=142036,1392,rpiformy,https://www.raspberrypi.org/forums/memberlist,20,"Wed Apr 20, 2016 3:51 pm",,
PC Minecraft?,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=60611,4355,bluesmoke,https://www.raspberrypi.org/forums/memberlist,9,"Wed Apr 20, 2016 3:49 pm",,
Tutorial: How to install Chocolate Doom w/ sound o,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=21923,14203,Johnyz,https://www.raspberrypi.org/forums/memberlist,23,"Wed Apr 20, 2016 2:06 pm",,
RyuX Arcade Station,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=94491,335,RyuX,https://www.raspberrypi.org/forums/memberlist,2,"Wed Apr 20, 2016 7:56 am",,
Input lag /delay problem with RetroPie,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=85095,9142,dandusty42,https://www.raspberrypi.org/forums/memberlist,7,"Tue Apr 19, 2016 9:15 pm",,
Video audio separation,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145139,158,JaceF8,https://www.raspberrypi.org/forums/memberlist,2,"Tue Apr 19, 2016 8:54 pm",,
Found this gem on a exhibition - RPi Retro Game,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145098,184,Xenox,https://www.raspberrypi.org/forums/memberlist,2,"Tue Apr 19, 2016 2:12 pm",,
Are these games playable?,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145095,149,pixelstar04,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 8:59 am",,
Any good MUDs out there that I can run on my pi?,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=145091,75,nobbit,https://www.raspberrypi.org/forums/memberlist,0,"Tue Apr 19, 2016 8:25 am",,
Games are sometimes laggy and audio is distorted r,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=143365,569,Malman35,https://www.raspberrypi.org/forums/memberlist,6,"Tue Apr 19, 2016 4:07 am",,
Transferring saved games,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=144813,180,RaspGuy123,https://www.raspberrypi.org/forums/memberlist,2,"Mon Apr 18, 2016 11:55 pm",,
VNC Retropi,https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=144913,337,ed_rockstarguy,https://www.raspberrypi.org/forums/memberlist,5,"Mon Apr 18, 2016 11:21 pm",,
arecord OR sox knowledge needed. OR just get me re,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145441,34,ThisNameNotUsed,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 10:56 pm",,
Enable flash with Picamera,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145452,37,Theshepherdmatt,https://www.raspberrypi.org/forums/memberlist,1,"Thu Apr 21, 2016 10:32 pm",,
Raspberry Pi 3 Screen controler,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145033,148,Pringles,https://www.raspberrypi.org/forums/memberlist,3,"Thu Apr 21, 2016 7:30 pm",,
Bluetooth audio streaming,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=68779,119527,b.ramus,https://www.raspberrypi.org/forums/memberlist,103,"Thu Apr 21, 2016 5:45 pm",,
WebKit + Gstreamer + WebGL + Canvas + MSE + EME (P,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=43087,40178,albertd,https://www.raspberrypi.org/forums/memberlist,203,"Thu Apr 21, 2016 2:34 pm",,
omxplayer ignores fps and plays as fast as it can?,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145297,269,spock,https://www.raspberrypi.org/forums/memberlist,7,"Thu Apr 21, 2016 11:10 am",,
Outdoor voice transmission,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145365,35,Grindipo,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 8:05 am",,
audio redirection xfreerdp on raspberry pi 3,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145361,19,jbarrio,https://www.raspberrypi.org/forums/memberlist,0,"Thu Apr 21, 2016 7:23 am",,
Android screen mirroring,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=134542,485,Kratos,https://www.raspberrypi.org/forums/memberlist,4,"Thu Apr 21, 2016 6:14 am",,
Multi-room audio solution,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=25684,72604,eric.frederich,https://www.raspberrypi.org/forums/memberlist,45,"Thu Apr 21, 2016 5:32 am",,
Video Looper for Rasp Pi 3,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145213,114,MiguelMesa,https://www.raspberrypi.org/forums/memberlist,1,"Wed Apr 20, 2016 4:53 pm",,
"Have a slideshow, a banner, and an RSS on screen a",https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=82174,1316,deezy3,https://www.raspberrypi.org/forums/memberlist,8,"Wed Apr 20, 2016 12:35 pm",,
"RPi and real-time, low-latency audio",https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=33462,43569,AutoStatic,https://www.raspberrypi.org/forums/memberlist,189,"Wed Apr 20, 2016 10:46 am",,
Raspberry Pi 3 Interactive Led Strip Wall,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145236,21,3 Ip Yrrebpsar,https://www.raspberrypi.org/forums/memberlist,0,"Wed Apr 20, 2016 10:00 am",,
framebuffer & Codeblocks,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144764,308,funbotix,https://www.raspberrypi.org/forums/memberlist,7,"Wed Apr 20, 2016 1:39 am",,
Pi 3 openelec iq audio dac +,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144795,185,aore56,https://www.raspberrypi.org/forums/memberlist,2,"Wed Apr 20, 2016 12:18 am",,
Controlling screen saver,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=145094,156,kwekey,https://www.raspberrypi.org/forums/memberlist,2,"Tue Apr 19, 2016 11:17 pm",,
Other item like hifiberry,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=141886,368,davidjmorin,https://www.raspberrypi.org/forums/memberlist,4,"Tue Apr 19, 2016 5:29 pm",,
PI with spdif or line input to send hi quality aud,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144883,65,Lensteruk,https://www.raspberrypi.org/forums/memberlist,1,"Tue Apr 19, 2016 9:26 am",,
Pi 2 GQRX and SDR Radio,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=136406,761,hagensieker,https://www.raspberrypi.org/forums/memberlist,3,"Mon Apr 18, 2016 11:46 pm",,
HDMI to CSI-2 via TC358743 on kernel 4.1,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=120702,7771,realies,https://www.raspberrypi.org/forums/memberlist,83,"Mon Apr 18, 2016 9:39 pm",,
Spotify on RPI3,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144533,315,gredy,https://www.raspberrypi.org/forums/memberlist,5,"Mon Apr 18, 2016 8:05 pm",,
Audio delay when using pulseaudio and gstreamer,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144967,18,JohanK,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 1:06 pm",,
Sonic Pi Error (#Loading previous buffer contents.,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144964,55,mtibo62,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 12:45 pm",,
Building a drum sample player,https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=144956,28,espillier,https://www.raspberrypi.org/forums/memberlist,0,"Mon Apr 18, 2016 11:37 am",,
Kolban's book on the Raspberry Pi - FREE,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=134552,1010,kolban,https://www.raspberrypi.org/forums/memberlist,1,"Fri Apr 01, 2016 3:54 am",,
Raspberry Pi Networking Cookbook (free epub TODAY),https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=126916,2729,ulysess,https://www.raspberrypi.org/forums/memberlist,1,"Fri Feb 26, 2016 4:54 pm",,
Out Now - Drag 'N Drop 7i2 (Winter 2016),https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=136888,340,Drag N Drop Editor,https://www.raspberrypi.org/forums/memberlist,0,"Sat Feb 20, 2016 10:17 am",,
Building a Home Security System with Raspberry Pi,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=133007,780,cubiksoundz,https://www.raspberrypi.org/forums/memberlist,0,"Sun Jan 17, 2016 8:55 pm",,
Call for papers (Journal of Electronics),https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=132205,366,sjj698,https://www.raspberrypi.org/forums/memberlist,0,"Mon Jan 11, 2016 9:27 am",,
UK: Linux / Raspberry mags fading from shelves?,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=126356,4377,SiriusHardware,https://www.raspberrypi.org/forums/memberlist,22,"Wed Nov 25, 2015 12:20 pm",,
Out Now - Drag 'N Drop 7i1 (Autumn 2015),https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=124302,686,Drag N Drop Editor,https://www.raspberrypi.org/forums/memberlist,0,"Mon Oct 26, 2015 9:02 pm",,
Good current book B+ & Pi 2 B _ Camera ops,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=121471,965,FortressGrump,https://www.raspberrypi.org/forums/memberlist,0,"Wed Sep 23, 2015 7:48 pm",,
Linux User & Developer #117 - PiPong,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=21371,2605,billb,https://www.raspberrypi.org/forums/memberlist,4,"Thu Aug 06, 2015 9:08 am",,
GutenFree,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=117246,916,FigNewton,https://www.raspberrypi.org/forums/memberlist,0,"Mon Aug 03, 2015 2:04 am",,
FREE Desktop Guide from Bruce Smith,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=97619,2208,MonitorMan,https://www.raspberrypi.org/forums/memberlist,1,"Mon Jul 13, 2015 10:00 am",,
Proposal for an E-Zine,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=114291,929,MonkeyCar76,https://www.raspberrypi.org/forums/memberlist,3,"Sun Jun 28, 2015 1:08 am",,
Adventures in Minecraft,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=94921,2908,bantammenace2012,https://www.raspberrypi.org/forums/memberlist,11,"Tue May 05, 2015 8:32 am",,
speech synthesis for python,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=106416,1735,metalj,https://www.raspberrypi.org/forums/memberlist,4,"Thu Apr 16, 2015 1:09 pm",,
Out Now! Drag 'N Drop Vol.6 No.2,https://www.raspberrypi.org/forums/viewtopic.php?f=39&t=98097,1604,Drag N Drop Editor,https://www.raspberrypi.org/forums/memberlist,1,"Wed Mar 25, 2015 3:25 pm",,
