post_author,post_author_link,post_content,post_time,author_postCount,author_joinDate,post_head
BlueCow,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=174551,"Have you seen ?
http://www.linux.com/learn/tutorials/55 ... ning-robot
http://projectgado.org/

Does photos, maybe could be modified for negatives , with some custom software"," Fri Jan 22, 2016 3:02 pm",1,"Fri Jan 22, 2016 2:54 pm","Automated Photo/Negative Scanning"
"Blueprint Robotics",https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=169313,"Hello everyone.

Like many of you i love to program, hack (Personally fell in love with Nottingham Hackspace, its awesome!) and make stuff for fun but what i always wanted to have was a robot that i could use right next to me on my desktop, so I'm here to talk to you about desktop robotics and ultimately see what you all think of my robot arm HEW.


Photographs of 4 coloured versions HEW-DV4

This is HEW-DV4, i've designed and built him in my spare time so that like many others I had my own robot arm to make projects with. He is a 5-axis robot arm with a 1-axis gripper (More grippers and external axises to come!). Has a lightweight, durable and strong body, can reach just over 25cm with a payload rating of 250 grams and Features an all metal gear servo design.

The ultimate goal behind HEW was to make my own robot from scratch that was usable, i.e. it had a good working range, could pick up objects and was easy to build. But along the way i through many other people would quite like this as well. So i started to play round with some different ideas such as customers choice, like different colours, grippers, mobility and power options. Hence why i am here. I'd like to show you HEW to see what you think and what your feedback is.

Does he look good, do you like his working range, the colour options? What are your thoughts?

So what can he do? Well that's entirely up to you really, however I have some examples of how i've used HEW so far; to make a cup of tea, play chess, play a guitar, a keyboard, pick and place objects, pass us tools, hand out cards and controlled him using a USB controller it's all really fun stuff.

How do you control him? Controlling servos is quite simple, most servo motors use a standard PWM control method where 1mS (1 milliSecond) sets the position to 0 degrees, upto 2.5mS sets the position to 180 degrees with control of anywhere in between. Most micro-controllers (Dev-boards) such as the BBC Micro-bit, Mbed or Arduino have standard PWM outputs, platforms such as the Raspberry Pi have easy to use libraries which enable you to use GPIO for PWM outputs.

From this we found that HEW isn't just good for makers and programmers, schools & colleges could use him to create really innovative and interactive programming lessons which would be fun and not to mention cool! but also for use in other STEM subjects. Universities and students could use him for rapid & easy prototyping or for use in their final year project, and for the maker/hacker for making all sorts of awesome and cool projects.

I hope you like the idea and HEW himself. Please tells us what you think.

Ultimately if you'd like one your self we've started a kickstarter campaign which you can find here: http://kck.st/1QhyA4C , Here you will find lots more detail into the technical side and how I designed him. back us today and get your very own desktop robot.

Thank you for reading.
Kai"," Thu Dec 17, 2015 6:32 am",6,"Thu Dec 17, 2015 5:53 am","6-Axis robot project"
bluesmoke,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=76779,"Even if it was set to extremely low settings?"," Mon Nov 11, 2013 4:25 pm",38,"Tue Jul 16, 2013 5:02 am","PC Minecraft?"
blushi,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=153725,"BMS Doug wrote:
DougieLawson wrote:
That's very likely (as in 100%) to be the source of all of your troubles.

Really Dougie, I wouldn't expect you to offer such an absolute. surely no more than 99.999999999999999999999%.

This was indeed 100% the source of my troubles"," Tue Aug 11, 2015 5:49 am",19,"Tue Jul 14, 2015 8:53 am","Raspberry PI 2 and RC522 Problem reading data"
bmannino,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=184531,"Hi All,

New to the raspberry pi, and it's been years since I've built any customized system like this, but having a blast learning it all!

The project we are undertaking is one that I see a few online have tackled - vehicle speed detection and image capture using the pi. The device will be installed on a corner post and sense the incoming vehicle, capturing video and hopefully a clear shot of the license plate. These are stop sign intersections, so we shouldn't be dealing with very high speeds, even if someone does run the stop sign.

Several have posted where they use Motion to detect the vehicle with image processing, but we are hoping to minimize the power requirements by switching the pi camera on and off only when a vehicle approaches. The plan is to capture video in both directions using 2 pi cams and a multiplexer board.

The sensor that seems to make the most sense is the HB100 doppler sensor. Still debating whether to use a single sensor, or two of them pointing in opposite directions as we would like to be as precise as possible. The sensors were easy to find, and very inexpensive, but now we see why - they do require additional circuitry before feeding the output signal into the pi.

I was hoping to find a sensor that already has the circuitry to simply plug it in to the GPIO, but the only ones I found were these:

https://www.tindie.com/products/limpkin ... ackpack-1/

http://www.sunrom.com/212

Both are outside the US, and I was hoping to source locally. Does anyone know of a similar sensor sold in the US?

We have not got too far with testing other than running some sample captures with Motion, but I was curious also about the ability to switch cameras off and on as needed:

1) Can it be done via a Python command?
2) If so, how long before the camera is ready to start recording


Thanks to all in advance,
-Ben"," Tue Mar 29, 2016 9:03 am",1,"Tue Mar 29, 2016 8:41 am","Vehicle speed detection with camera/sensor op"
"BMS Doug",https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=105275,"yodermk wrote:
If I'm reading this right, the datasheet given is for the chipset itself, not the end user board.

Trying to think it through a bit more - can someone confirm if I'm on the right track:


I've had a read up and I think you are on the right track.

yodermk wrote:
- There are four slots per channel; those would be connected to the motor wires. Looks like yellow and blue go to the same coil, and red and green to the other coil. So I guess those pairs would stay together on the board (each channels' four slots are divided by line between two sets of two) but beyond that does it matter what goes where?

http://42bots.com/tutorials/stepper-motor-wiring-how-to/
Now that we have determined which wires belong to each coil, how do we determine the proper stepper polarity? No way to do that with a multimeter, unfortunatelyâ€¦Connect the motor to your motor driver of choice. Connect power and run the code to spin the motor clockwise. If the motor spins in the expected direction, you have the correct polarity. If it spins in reverse, you need to switch the polarity of one of the two pairs (it does not matter which one).

So the connection polarity does matter but only in that it will cause the motor to turn the wrong way.

yodermk wrote:
- It looks like you have a choice between using the ""bus"" slots or the rather longer series of slots for controlling the motors, but not both? If I use the bus, I'd connect all six of those to GPIO pins (do I need resistors?) ... then set one or more ENx pins high to control that motor, set the DIR high or low to set the direction, then send a brief pulse to STP to make a move. (?)


As I read it, the ""Bus"" connection would cause all of the drivers to step simultaneously, so if any one driver gets a step command they will all step together.

Without the bus terminals connected each stepper driver can be commanded individually (but not simultaneously).

Similarly, the direction selection can either be individual or as a Bus.

yodermk wrote:
- Set the voltage jumper to 3.3V for the Pi

Maybe that's it..... if so maybe a bit simpler than it looks.

If I can get to understanding this I'll be happy to make a YouTube video or article to document it for the next sucker.

Thanks


Good luck"," Fri Nov 27, 2015 5:45 am",3272,"Thu Mar 27, 2014 7:42 am","Quadstepper motor controller board"
bob-404,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=181669,"hi to Everyone!
I hope to not be confused with a grave-digger replying to this post!

I trying to install Rivendell on Pidora (fedora for raspberry-pi), in the worst way possible: compiling everithing from source.

The problems in my case, are tied to Libtool: to ""make install"" Rivendell, is needed a specific version of libtool. To install that specific libtool, a previous version of gcc is needed, but to install that version you'll need a specific version of GMP, MPFR and MPC packages.

no problem at all installing GMP, but when is the time of MPFR, I get a series of similar errors (but I'm not entirely sure that is related to the architecture of the R-Pi)

the errors terminate all the operations.
It says:

CODE: SELECT ALL
mpfr-impl.h:1665:63: error: unexpected type name 'mpfr_srcptr'
__MPFR_DECLSPEC int mpfr_round_near_x_MPFR_PROTO ((mpfr_ptr, mpfr_srcptr,
                                                             ^
mpfr.h:179:25: note: in definition of macro '_MPFR_PROTO'
# define _MPFR_PROTO(x) x
                        ^


somebody know how to solve this?"," Sat Mar 12, 2016 5:04 am",1,"Sat Mar 12, 2016 4:43 am","rivendell radio automation"
bobbydriver,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=39052,"Great news - is there any specific config in the new version to take advantage of the new quadcore CPU in the RP2?"," Tue Feb 24, 2015 6:46 am",68,"Thu Oct 18, 2012 2:06 am","New Complete Web-Based SqueezePlug Version Av"
bobbyyoustra,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=121624,"Hello,

You might have some trouble installing the drivers for the touch-screen display. I remember buying a Sainsmart 7"" rpi touchscreen display before the official touchscreen was released, and I never used the touch-screen functionality because I did not get it working. However, if you can some how modify the PS Vita to support a 7"" display, I would recommend you use the official touchscreen, as it is MUCH, much easier to get working."," Sun Apr 17, 2016 9:10 pm",29,"Sun Sep 28, 2014 11:24 am","Using an out of order PS VITA."
bobdxcool,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=65933,"Can someone please shed some light on this ?"," Sat Feb 13, 2016 1:47 pm",68,"Sun Apr 14, 2013 5:41 am","wvdial and pppd connectivity issues"
bobstro,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=100044,"FWIW:
CODE: SELECT ALL
$ apt-cache search espeak
[...]
espeak - Multi-lingual software speech synthesizer
[...]
python-espeak - Python bindings for eSpeak

Haven't tried it yet myself."," Thu Apr 16, 2015 6:09 am",193,"Tue Feb 04, 2014 11:48 pm","speech synthesis for python"
bodowd,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=28470,"Hi, This is a great idea. I already use Prowl to alert me of things that happen at home, it would be cool to enable a RPi to do the same.

I am having some trouble getting the example working - the lack of indents is one issue. However the error I am getting suggests I am missing some part of the install -
$ ./test_script
Traceback (most recent call last):
File ""./test_script"", line 4, in <module>
from pyrowl import Pyrowl
ImportError: No module names pyrowl
$


Any help gratefully appreciated.
Brendan."," Tue Jul 31, 2012 4:27 pm",1,"Tue Jul 31, 2012 4:15 pm","Burglar alarm / iPhone alerts from RPi"
Boezelman,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=29451,"Not sure if it is the same thing, but I use phpMyAdmin to edit Mysql on my Pi (also accessible from outside the local network)."," Mon Oct 22, 2012 1:24 am",40,"Sun Aug 05, 2012 8:25 am","Remote Access to Mysql on PI"
Bogdan.V,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=182217,"Hello! I'm trying to make a robot gripper similar with the 2-Finger Adaptive Gripper form Robotiq (http://robotiq.com/products/adaptive-robot-gripper/). The main feature of this gripper is that it can grip objects with an adjustable force without using force sensors. I ask Robotiq what kind of actuator use on this gripper and they told me that the actuator is a Brushless DC Motor with a special encoder. Now I wonder, how can they control the force output of the motor? Do they limit the voltage or current draw to obtain a certain force output limitation and when the actuator stops rotating the encoder sees that and stop it in that position? Some opinions?"," Tue Mar 15, 2016 6:44 am",1,"Tue Mar 15, 2016 6:35 am","Force output control on Brushless DC Motor?"
